id,focus,signal,slack,drag,confidence,score,lane
l001,failure width,35,33,6,25,191,ship
l002,recovery gap,35,34,6,55,253,ship
l003,runbook drift,35,35,6,85,315,ship
l004,budget pressure,35,36,18,25,137,watch
l005,failure width,35,37,18,55,199,ship
l006,recovery gap,35,38,18,85,261,ship
l007,runbook drift,35,39,34,25,63,hold
l008,budget pressure,35,40,34,55,125,watch
l009,failure width,35,41,34,85,187,ship
l010,recovery gap,60,42,6,25,284,ship
l011,runbook drift,60,43,6,55,346,ship
l012,budget pressure,60,44,6,85,408,ship
l013,failure width,60,45,18,25,230,ship
l014,recovery gap,60,46,18,55,292,ship
l015,runbook drift,60,47,18,85,354,ship
l016,budget pressure,60,48,34,25,156,watch
l017,failure width,60,32,34,55,184,ship
l018,recovery gap,60,33,34,85,246,ship
l019,runbook drift,85,34,6,25,343,ship
l020,budget pressure,85,35,6,55,405,ship
l021,failure width,85,36,6,85,467,ship
l022,recovery gap,85,37,18,25,289,ship
l023,runbook drift,85,38,18,55,351,ship
l024,budget pressure,85,39,18,85,413,ship
l025,failure width,85,40,34,25,215,ship
l026,recovery gap,85,41,34,55,277,ship
l027,runbook drift,85,42,34,85,339,ship
